Link,Month-Year,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open,2023/07,07/28/2023 23:00,Cape Coral,FL,USA,Circle,4 objects that,Y,Rocket,
Open,2023/07,07/28/2023 22:35,Gulf Breeze,FL,USA,Fireball,"Two sightings - bright red/orange, large circular molten fireballs, hovering then traveling toward Gulf of Mexico before vanishing",,,
Open,2023/07,07/28/2023 21:45,Cedarburg,WI,USA,Light,Bright green flash going up,Y,,
Open,2023/07,07/28/2023 21:40,Northvale,NJ,USA,Changing,Observed light moving in manner not consistent with aircraft,Y,Planet/Star?,
Open,2023/07,07/28/2023 21:30,Olathe,KS,USA,Unknown,"Was in hot tub looking at sky, observed a sattellite moving west to east then saw what looked like a contrail.",,Contrail?,
Open !,2023/07,07/28/2023 21:00,Santa Barbara,CA,USA,Triangle,"Huge triangular ship ""glides"" overhead and disappears to the North. Clear video obtained.",Y,,
Open,2023/07,07/28/2023 21:00,Centennial,CO,USA,Light,Saw orange light resembling size of helicopter travel north to south then move upwards and east and fade out quickly.,,,
Open,2023/07,07/28/2023 20:48,Wisconsin Dells,WI,USA,Light,Was taking video of a severe thunderstorm. Later found this abnormal light figure.,Y,Camera Anomaly?,
Open,2023/07,07/28/2023 20:29,Strømstad,Västra Götaland County,Sweden,Cigar,I was sitting on my porch when I looked up and saw a weird figure in the sky and started to record it,Y,,
Open,2023/07,07/28/2023 20:00,Ridgway,CO,USA,Unknown,No moving Massive Lights in arch shape,Y,,
Open,2023/07,07/28/2023 19:53,Bristol to Middletown,CT,USA,Oval,2 white tic tac shaped objects,Y,,
Open,2023/07,07/28/2023 19:30,Atlanta,GA,USA,Sphere,We saw five glowing spheres like in a stright line. Very bright lights pointed my direction almost like a very bright head light,,,
Open,2023/07,07/28/2023 19:15,Attleboro,MA,USA,Orb,"Shiny, sphere and/or cubical orb, sun reflecting off of it, turned, then was many miles away, then zip zagged, then disappeared.",,,
Open,2023/07,07/28/2023 19:10,Ocala,FL,USA,Changing,"I witnessed 3 large objects, 1 was a shiny metal that did not move in sky and not like anything I've seen. Then there were smaller ones",Y,,
Open,2023/07,07/28/2023 18:05,Boaco,Boaco Department,Nicaragua,Cylinder,Large cylindrical object flew overhead lasting around 30 seconds,,,
Open,2023/07,07/28/2023 17:48,Wake Forrest,NC,USA,Oval,"Sphere in the sky not as high as maybe 15,000 - 10,000 feet, then unknown",Y,,
,2023/07,,,,,,,,,
Open,2023/06,06/30/2023 19:25,Highmore,SD,USA,Circle,Bright white disk,Y,,
Open,2023/06,06/30/2023 14:00,Winnemucca,NV,USA,Chevron,"It started out on the West side if Winnemucca Mountain , and ended at East Winnemucca Blvd They were doing maneuvers, and vanished.",,,
Open,2023/06,06/30/2023 01:26,Keizer,OR,USA,Cigar,"An object gliding fast in the sky, no lights greyish brown color. Looked as if there was some texture to it , I saw it disappear.",,,
Open,2023/06,06/29/2023 21:30,Garfield,AR,USA,Light,Military aircraft? Is ours or someone else's?,,Aircraft,
Open,2023/06,06/29/2023 20:17,Spokane,WA,USA,Changing,Object seen moving west to east with no sound and appeared to be rotatoing with blue pulsing light.,Y,,
Open,2023/06,06/29/2023 20:17,Spokane,WA,USA,Diamond,"High altitude, slow moving, revolving with blue light, no sound",Y,,
Open,2023/06,06/29/2023 20:13,Marka,,Jordan,Changing,"Black shape floating in sky, changing length and direction - Black Flame",Y,,
Open,2023/06,06/29/2023 17:45,Wright City,MO,USA,Triangle,3 triangles hovering over I-70,,,
Open,2023/06,06/29/2023 15:45,Oklahoma City,OK,USA,Formation,I saw 1 V-shaped craft that flew in front of me.,,,
Open,2023/06,06/29/2023 15:00,Ukiah,CA,USA,Orb,Jet black orb with revolving red light admitting faint rays in clouds mist flew over Ukiahian valley.,,,
Open !,2023/06,06/29/2023 13:30,,,Kyrgyzstan,Other,We were flying westbound FL320. I saw a contact approaching our right (North) side. TCAS showed nothing. Passed close slightly higher,Y,,
Open,2023/06,06/29/2023 13:11,Sacramento,CA,USA,Disk,One disk like shape flew slowly across the sky in front of me at my office. It flew across slowly and did not look man-made.,Y,,
Open,2023/06,06/29/2023 04:00,Mankato,MN,USA,Cube,Metallic rotating/reflective object,,,
Open,2023/06,06/29/2023 04:00,Sanandaj,Kurdistan Province,Iran,Unknown,A few alien craft,,,
Open,2023/06,06/29/2023 02:41,Binghamton,NY,USA,Unknown,Flashing object,,,
Open,2023/06,06/28/2023 22:00,Chepstow,Monmouthshire,United Kingdom,Orb,"Large stationary bright white glowing orb, twice the size of the moon which was also in view. Disappeared in an instant.",,,
Open,2023/06,06/28/2023 20:15,Lynn Haven,FL,USA,Orb,Stationary light vanished in cloudless sky,,Planet/Star,
Open,2023/06,06/28/2023 19:40,Cape Coral,FL,USA,Unknown,2 small lights that moved into and out of each other and away and together. No noise. During the formation of storm.,Y,Birds?,
Open,2023/06,06/28/2023 12:43,Puyallup,WA,USA,Sphere,"Saw silver sphere in sky with sun reflecting off of it super bright. It hung in the sky about 10 seconds, then veared off and dissapear",,,
Open !,2023/06,06/28/2023 03:48,"Fort Clark Springs, Brackettville",TX,USA,Circle,"It was round disc shape and had lights that flashed simultaneously around the edge of the craft in red, yellow, and white.",Y,,
Open,2023/06,06/28/2023 01:30,Gulfport,FL,USA,Changing,"One side was abeba like, while the other side was a smooth curve that would get a bit bumpy. It was glowing and pulsated a bit.",,,
Open !,2023/06,06/28/2023 00:47,Lamont,CA,USA,Chevron,Craft was flying around 200 ft off ground on the north side of highway 5,,,
Open,2023/06,06/27/2023 22:15,Woodford,VA,USA,Orb,"Orbs of light, stationary at first and then slowly moved.",Y,Searchlight,
Open,2023/06,06/27/2023 21:40,Marion,IA,USA,Light,Craft that had unusual movement compared to airplane helicopter or any other known flight,,,
Open,2023/06,06/27/2023 21:20,Northglenn,CO,USA,Orb,Talked about recent sightings of two orbs in same location to other witness. It came and went across the sky and then was out of view.,Y,,
Open,2023/06,06/27/2023 21:03,Key West,FL,USA,Orb,Orbs in key west,,,
Open !,2023/06,06/27/2023 07:05,Rapperswil,Canton of St. Gallen,Switzerland,Cylinder,There was a dark mass in the sky that never moved and disappeared suddenly.,Y,,
Open,2023/06,06/27/2023 03:30,Fortuna Foothills,AZ,USA,Other,"Saw 3 lights in a triangle fade into view. 1 red light & 2 white lights. Not a plane, lights never came back after fading back out.",,,
Open,2023/06,06/26/2023 21:40,ravenden springs,AR,USA,Orb,Thought I was looking at one of the brightest stars in the sky until it started moving and flew directly over me and off into the sky,Y,,
Open,2023/06,06/26/2023 20:15,Cordova,SC,USA,Oval,Came out of a portal and was flying around,Y,,
Open,2023/06,06/26/2023 20:12,Hattiesburg,MS,USA,Unknown,"I walked out back,looked up, saw an object moving across the sky in an orbital pattern. I pulled out my phone and took video",Y,,
Open,2023/06,06/26/2023 14:00,Camberley,England,United Kingdom,Sphere,Silver sphere in close proximity to an A380,,,
Open,2023/06,06/26/2023 04:25,Firebaugh,CA,USA,Unknown,I was on my way to work my I’ve got a flat in the country Road and I was calling my boss and I look up in the sky see this aircraft,Y,Starlink,
Open,2023/06,06/26/2023 00:10,Milton,ON,Canada,Orb,Huge blue ball of light fell from the sky to the ground no explosion that I could see,,,
Open,2023/06,06/26/2023 00:00,Porthmadog,Gwynedd,United Kingdom,Sphere,"A sphere floating just above the ground, invisible in the dark but reflecting/emitting an infrared signal.",Y,,
Open,2023/06,06/25/2023 23:15,Bellevue,WA,USA,Cigar,Bellevue UFO,Y,,
Open,2023/06,06/25/2023 22:56,Neodesha,KS,USA,Teardrop,I was outside looking at stars smoking my cigarette as normal noticed a bright light that was zigzagging like a bee then disappeared,,,
Open,2023/06,06/25/2023 22:40,Keizer,OR,USA,Changing,"Driving in my car, spotted a ufo that changed shape and had flashing colored lights on it",,,
Open,2023/06,06/25/2023 22:40,Keizer,OR,USA,Changing,"Went from triangle shaped to spherical, with different colored lights flashing",,,
Open,2023/06,06/25/2023 22:00,New Milford,CT,USA,Light,A greenish light moving downward in sky,Y,,
Open,2023/06,06/25/2023 21:31,Jersey City,NJ,USA,Orb,"Orbs of light spinning counterclockwise, 9:30 PM EST, 6 visible at a time",,,
Open,2023/06,06/25/2023 21:30,New York City,NY,USA,Other,I have video of what looks like 30 orbs appearing and disappearing or one spinning disk with lights on the perimeter.,Y,Starlink,
Open,2023/06,06/25/2023 21:15,Norwalk,CT,USA,Changing,Was a bright white light then it disappeared then it was an aircraft of some sort. Naked eye didn’t look like what my pic looks like.,Y,,
Open,2023/06,06/25/2023 21:00,Oakdale,CA,USA,Diamond,We have noticed this last 3 days . First in our backyard and also one time while driving . This object glides very slowly and goes down,Y,Planet/Star?,
Open,2023/06,06/25/2023 20:46,Elida,OH,USA,Oval,"From the naked eye, object 1 and 2 appeared like a tic tac round shape.",Y,,
Open,2023/06,06/25/2023 20:31,Jefferson,GA,USA,Unknown,Glowing white streak across the sky,Y,,
Open,2023/06,06/25/2023 20:20,Bellevue,WA,USA,Changing,Small craft,Y,,
Open,2023/06,06/25/2023 20:20,Worcester,MA,USA,Oval,"Briefly stepped outside to water plants, looked up and saw a what I assumed was a plane. It looked a little odd so I recorded a video",Y,,
Open,2023/06,06/25/2023 20:00,Bowling Green,KY,USA,Circle,Silver sphere with sun reflecting off of it. Moved slightly left then stayed still then faded from view entirely.,,,
Open,2023/06,06/25/2023 19:57,Hoover,AL,USA,Circle,Really weird,Y,,
Open,2023/06,06/25/2023 19:00,Long Beach,CA,USA,Cylinder,Slow moving cylinder traveling over the harbor,,,
Open,2023/06,06/25/2023 18:41,Riverside,RI,USA,Cigar,Noticed a stationary object above the tree line,Y,,
Open,2023/06,06/25/2023 18:01,Issaquah,WA,USA,Changing,A shape and color changing controlled craft,,,
Open,2023/06,06/25/2023 16:36,Corvallis,OR,USA,Circle,"Giant White Object floating, became visible for 15 seconds and then vanished.",,,
Open,2023/06,06/25/2023 16:28,Portland,OR,USA,Circle,My husband and I were outside in our backyard and my husband pointed it out flying overhead. First saw it near the moon.,Y,,
Open,2023/06,06/25/2023 13:30,Newport Beach,CA,USA,Other,"Formation of 8 bubble like objects, with a cone shape.",,,
Open,2023/06,06/25/2023 12:32,London,England,United Kingdom,Unknown,Dark-centred flying object with 3 or more rotating lights attached to its perimeter moving at a constant velocity,Y,,
Open,2023/06,06/25/2023 06:05,Olancha,CA,USA,Formation,3 formation tic-tacs with 4th one appearing suddenly.,Y,,
Open,2023/06,06/25/2023 04:43,Bismarck,AR,USA,Light,Saw a string of bright lights. I thought it might be Starlink but then my cell wouldn't work while it was over me. It went away quickly,,Starlink,
Open,2023/06,06/25/2023 04:30,Manteca,CA,USA,Disk,"I was entering the yard and I seen a disk type of “UFO” I assume and it had a blueish light surrounding it, as soon as I seen it, gone",,,
Open,2023/06,06/25/2023 00:38,Gautier,MS,USA,Light,Large extremely bright light traveling Northeast,,Meteor,
Open !,2023/06,06/25/2023 00:00,Austin,TX,USA,Changing,Bright orb with a beam of light shooting straight up out of it,,,
Open,2023/06,06/25/2023 00:00,Poole Town Centre,-,USA,Oval,I noticed two stars close together. One vanished and then this bowl shaped object appeared.,,,
Open,2023/06,06/24/2023 23:00,Longview,WA,USA,Orb,Solid Blue light soring straight from north to east coming extremely close to another object nearly impact,,,
Open,2023/06,06/24/2023 22:35,Dennison,OH,USA,Circle,3 small white orbs moving quickly and changing around formation in ways not aerodynamically possible for human planes. No blinking,,,
Open,2023/06,06/24/2023 22:22,Morrison,TN,USA,Changing,Orange and white light pulsating and moving left to right for about 3 to 5 seconds.,,,
Open,2023/06,06/24/2023 21:31,Salem,VA,USA,Light,White and red lit object floating back and forth and hovering over Virginia mountains,,,
Open,2023/06,06/24/2023 21:20,Margate,England,United Kingdom,Circle,"Heard noise, looked to see craft flying overhead. Then came back towards me. dropped in height, looked at me it seemed and left",,Drone?,
Open,2023/06,06/24/2023 21:16,Loganville,GA,USA,Oval,A fairly bright orange oval shaped object was seen traveling west to east.,,,
Open,2023/06,06/24/2023 21:15,Prescott Valley,AZ,USA,Formation,This might be a starlink satellite sighting. I checked the info on the satellite formations and it did not look or behave the same.,,Starlink,
Open,2023/06,06/24/2023 21:14,Rural Kirkwood,IL,USA,Cylinder,Was taking video of lightning flashes noticed a craft streaking across the sky,Y,,
Open,2023/06,06/24/2023 20:45,El Centro,CA,USA,Light,Fast moving high altitude light makes impossible u turn,,,
Open,2023/06,06/24/2023 18:45,Seattle,WA,USA,Oval,"Pair of iridescent ovals with tendrils and halos travel rapidly, at high altitude on southern course across Seattle",Y,,
Open,2023/06,06/24/2023 18:45,Coupeville,WA,USA,Cigar,"I saw what I thought was a plane flying in the distance, I watched it for about 4 seconds when it abruptly disappeared.",,Aircraft,
Open,2023/06,06/24/2023 15:23,Parker,CO,USA,Orb,2 metallic orbs flying in opposite directions,Y,,
Open,2023/06,06/24/2023 04:09,Joshua tree,CA,USA,Orb,"Sitting in our back yard, we saw a low floating white orb going from south west to north east. There is a military base that way.",,,
Open,2023/06,06/24/2023 04:00,phoenix,AZ,USA,Cylinder,Cylindrical long fast moving object,,,
Open,2023/06,06/23/2023 23:23,Chelmsford,MA,USA,Disk,Large fluorescent green disk falling from the sky,,,
Open !,2023/06,06/23/2023 22:45,Wheat Ridge,CO,USA,Light,Very Bright Light with a Craft with Flashing Lights,Y,,
Open,2023/06,06/23/2023 22:30,Lamy,NM,USA,Other,"Line of 10ish dots of light in night sky, very close together. Was stationary for 1-2 minutes. Started moving slowlyEast then vanished",,,
Open,2023/06,06/23/2023 22:20,Clines corner,NM,USA,Disk,It was really bright at first and has multiple colors then it just disappeared it was huge in the sky,Y,Starlink,
Open,2023/06,06/23/2023 22:20,Corrales,NM,USA,Light,"6 to 8 bright lights moving in a line, not following, NNW to the East before fading away.",Y,Starlink,
Open,2023/06,06/23/2023 21:52,Racine,WI,USA,Light,Southeast sky 952 pm.shooting fast bright circle lights flying in formation.All faded out instantly like a light bulb burnt out.,,,
Open,2023/06,06/23/2023 21:48,Plymouth,MA,USA,Changing,We were swimming in our pool and we looked up and saw a array of lights for about 8 seconds and they were 4 of they and were changing,,,
Open,2023/06,06/23/2023 20:04,Coarsegold,CA,USA,Light,Something very bright coming down the sky then a big flash and it instantaneously fell and there was a streak of “smoke”.,,,
Open,2023/06,06/23/2023 18:30,San diego,CA,USA,Circle,It has crevices in it. We snapped a pic,Y,Camera Anomaly,
Open !,2023/06,06/23/2023 03:00,Savannah,GA,USA,Orb,Blue Orb Shot up Into the Sky,,,
Open,2023/06,06/22/2023 23:59,Rio Dell,CA,USA,Cross,"Looked like someone cut the night sky open with a knife,it cut strait up closed and then outward then a bright light hole opened",,,
Open,2023/06,06/22/2023 23:58,Mountain Home,AR,USA,Cylinder,Looked just like a huge tic-tac.,,,
Open,2023/06,06/22/2023 23:30,Rockport,NB,Canada,Orb,Orbs of light flying,,,
Open,2023/06,06/22/2023 23:22,Grand Rapids,MI,USA,Cigar,I saw a very large cigar shaped craft passing overhead.,,Starlink?,
Open,2023/06,06/22/2023 22:18,New Castle,CO,USA,Cigar,"Ocean freighter size craft floated by, good video of blinking lights",Y,,
Open,2023/06,06/22/2023 21:59,Placentia,CA,USA,Light,Saw several lights floating from the southeast to the east direction. Could not hear any sound and did not appear to be Starlink.,,Searchlight?,
Open,2023/06,06/22/2023 21:16,Jacksonville,FL,USA,Light,We saw a very bright object in the northwestern sky (at about 50-60 degrees from the horizon),Y,,
Open,2023/06,06/22/2023 21:00,Yucaipa,CA,USA,Orb,White silent Orbs being seen in the Yucaipa Ca night sky.,,,
Open,2023/06,06/22/2023 20:00,Sandy,UT,USA,Cube,"There where two black things high up. One looked on fire, other one had glare but wouldn't say lights. Moved slowly",,,
Open,2023/06,06/22/2023 14:00,Yellowstone National Park,WY,USA,Unknown,"I snapped about 20 photos, when viewing I located this image in 1 photo only.",Y,Bird?,
Open,2023/06,06/22/2023 13:45,Cleveland,OH,USA,Chevron,"Blended in with clouds, thought it was a bird, but it reflected light and it was maneuvering quickly, not like a plane.",,Bird,
Open,2023/06,06/22/2023 05:36,Delray Beach,FL,USA,Oval,"It tried to look like a cloud, but I wasn't fooled.",Y,,
Open,2023/06,06/22/2023 05:35,Port St. Lucie,FL,USA,Disk,"Came out of hotel to go get coffee, bright light illuminating from a single cloud in the sky. Nothing behind it to illuminate it.",Y,,
,2023/06,,,,,,,,,
Open,2023/05,05/31/2023 23:30,Panama City Beach,FL,USA,Other,"The SpaceX craft landed in Gulf 7 miles offshore Panama City FL on same night, splashing down around 10 pm. We heard sonic boom at 10.",Y,,
Open,2023/05,05/31/2023 22:32,McAllen,TX,USA,Light,Light moving eradically,Y,,
Open,2023/05,05/31/2023 22:05,Kettering,Northamptonshire,United Kingdom,Fireball,"Orange object resembling a Chinese lantern hovers in the sky, disappears then reappears several finger measurements away.",,,
Open,2023/05,05/31/2023 21:46,LIBERTY TOWNSHIP,OH,USA,Changing,"Looks like a space craft, second picture when it moved and can see an angelic figure",Y,,
Open,2023/05,05/31/2023 21:39,Victorville,CA,USA,Light,As I would look up more would appear out of thin air,Y,,
Open,2023/05,05/31/2023 21:15,Bentonville,AR,USA,Circle,I saw a hovering orange light that barely moved.,,Planet/Star?,
Open,2023/05,05/31/2023 21:00,Manchester,TN,USA,Circle,It was a light below the clouds no flashing no noise traveling at a high rate. It actually lit the base of the clouds as it traveled.,,,
Open,2023/05,05/31/2023 18:00,"Oakenshaw, Low Moor, Wibsey",Bradford,United Kingdom,Cigar,At approx 1800hrs this evening myself and my partner witnessed a UFO going across the sky high above Oaken,,,
Open,2023/05,05/31/2023 11:14,Plainfield,IL,USA,Formation,There was lights in the sky that became visible and invisible.,Y,,
Open,2023/05,05/31/2023 03:00,Kitchener,ON,Canada,Light,A single star size light moved faster then a plane but slower then a comet moving in all directions with single camera like flash,,,
Open,2023/05,05/31/2023 02:29,Rio tercero,Córdoba Province,Argentina,Light,I saw through the window a large ball of blue and white light that was flying at a low altitude.,,,
Open !,2023/05,05/30/2023 22:27,Romeo,MI,USA,Triangle,Two extremely large triangle objects moving in the air from southwest to northeast,,,
Open,2023/05,05/30/2023 22:05,Coweta,OK,USA,Fireball,Large bright red fireball/orb followed by large white orb,,,
Open,2023/05,05/30/2023 22:04,Las vegas,NV,USA,Orb,"Was outside & noticed a red/orange glow way above Luxor, as we were watching it it started to fade& disappear b4 photo taken",Y,,
Open,2023/05,05/30/2023 21:59,SAND SPRINGS,OK,USA,Orb,"Orangey red orb, not blinking, moving steady north/West to East. Vapor trail with it. No sound.",,,
Open,2023/05,05/30/2023 21:57,Herington,KS,USA,Cigar,Appears to be controlled flight with non wavering light emitted. Missile possible but big full body,,,
Open,2023/05,05/30/2023 21:55,Glenpool,OK,USA,Fireball,We saw a fireball,,,
Open,2023/05,05/30/2023 21:55,Cassville,MO,USA,Fireball,Bright red glowing ball moving slowly across the sky then as it got closer it has a stream of sparks behind it as long.,Y,,
Open,2023/05,05/30/2023 21:52,broken arrow,OK,USA,Cube,small pink cube floating quickly across sky,Y,,
Open,2023/05,05/30/2023 21:43,Las Vegas,NV,USA,Circle,"Light moved like a balloon, and not a plane/ drone, and the light turned off after 5-10 seconds of view.",,,
Open,2023/05,05/30/2023 21:42,St. James/Rolla,MO,USA,Changing,Orange craft flying across sky with very faint trail.,,,
Open,2023/05,05/30/2023 21:12,Lakewood,CO,USA,Orb,Small glowing red orb moving over 3x faster than any plane I’ve ever seen. In a perfectly straight line from North West to South East,,,
Open !,2023/05,05/30/2023 18:20,Morgantown,WV,USA,Orb,Metallic orb flew over our house - silently and at low altitude,,,
Open,2023/05,05/30/2023 14:30,Polson,MT,USA,Sphere,Saw white sphere travel through sky,,,
Open,2023/05,05/30/2023 02:36,Sebree,KY,USA,Changing,Hope some one can give some kind reasonable explanation of these orbs,Y,,
Open,2023/05,05/30/2023 00:23,North Miami,FL,USA,Light,A strange light appeared out of no where and remained for about 2-3 minutes before disappearing.,,,
Open,2023/05,05/29/2023 22:22,Roseville,CA,USA,Fireball,Fireball Traveling Across Sky,Y,,
Open,2023/05,05/29/2023 21:31,Morrison,CO,USA,Triangle,Two triangle shaped UFOs with green lights on each corner shooting across the sky behind red rocks amphitheater,Y,,
Open,2023/05,05/29/2023 21:20,Springhill,FL,USA,Light,"A line of lights spaced equally apart in a line, moved quickly across the sky.",,Starlink,
Open,2023/05,05/29/2023 21:00,Lake Havasu,AZ,USA,Light,Circular light,,,
Open,2023/05,05/29/2023 20:32,Palm Beach Gardens,FL,USA,Rectangle,I saw the object plummeting to earth extremely rapidly.,,,
Open,2023/05,05/29/2023 18:08,New Lebanon,OH,USA,Unknown,We saw a very strange craft traveling west at a very high speed that appeared to have the main craft up top with a strange form under,Y,Balloon?,
Open,2023/05,05/29/2023 17:30,Tyrone,GA,USA,Light,Bright light slowly drifting southwest,,Balloon?,
Open,2023/05,05/29/2023 16:20,Wilmington,NC,USA,Changing,Floating like object; changing shapes but seemed to revert to the same shapes.,Y,,
Open,2023/05,05/29/2023 16:12,Myrtle Grove,NC,USA,Changing,During the day while out front it the house saw this object come out of the cloud and slowly head towards us.,Y,Balloons,
Open,2023/05,05/29/2023 00:18,Montrose,MN,USA,Cube,It was blue white red. It went by fast and it was unique,Y,,
Open,2023/05,05/28/2023 23:30,Upper gullies in conception bay south,NL,Canada,Triangle,It was a triangle with bright white lights it stayed in place as I drove I slowed to a stop and it zoomed off really fast,,,
Open !,2023/05,05/28/2023 23:00,Atlanta,GA,USA,Orb,Commercial flight crew observes burst of light during takeoff.,Y,,
Open,2023/05,05/28/2023 22:00,Volo,IL,USA,Circle,"White light moving across the sky south east a minute later a jet flew over to where it was. The jet left a vape trail, cool vape trail",,,
Open,2023/05,05/28/2023 21:55,Fredericksburg,TX,USA,Circle,We were sharing outside the house when my sister-in-law looked at the sky and saw these lights (Starlink),Y,Starlink,
Open,2023/05,05/28/2023 21:52,Negril,,Jamaica,Changing,"We were on the beach when we noticed a large orb behind the clouds moving around rapidly and with crazy, erratic maneuvers",Y,,
Open,2023/05,05/28/2023 21:30,Sullivan,ME,USA,Changing,We saw some very strange activity over three day period,Y,,
Open,2023/05,05/28/2023 21:27,Williamstown,VT,USA,Circle,Object bright moving over head,Y,,
Open,2023/05,05/28/2023 21:00,Wilton,CT,USA,Changing,Very bright light with a strong glow around it,Y,,
Open,2023/05,05/28/2023 20:25,College park,GA,USA,Unknown,While at work me and my coworker saw 2 ufo’s hovering in the sky. We first thought it was balloons but it wasn’t balloons,Y,,
Open,2023/05,05/28/2023 16:00,Woodland,WA,USA,Circle,Object - stationary/ moving viewed 2 times 20 - 30 minutes apart.,Y,,
Open,2023/05,05/28/2023 14:24,Levittown,NY,USA,Light,Object spotted overhead very high and lit bright and dimming as it moved across the sky.,,,
Open,2023/05,05/28/2023 12:45,Florham Park,NJ,USA,Circle,"As I was driving, I noticed a white circle or orb in the sky. The distance was about as high as a plane. It was hovering or moving slo",Y,,
Open,2023/05,05/28/2023 04:00,Ebensburg,PA,USA,Star,Pulsating star that once my fiancé or I were able to point out to the other would then go from stationary to rapidly moving around.,Y,,
Open,2023/05,05/27/2023 23:45,Boise,ID,USA,Formation,"7 lights in a v shape moving west to east, totally silent",,,
Open,2023/05,05/27/2023 23:10,Carter lake,IA,USA,Cube,I saw a UFO and bc watched it go through a slit in the sky.,,,
Open,2023/05,05/27/2023 23:00,Silver Cliff,WI,USA,Unknown,"Bright light at tree top level (60'), no visible craft.",,,
Open,2023/05,05/27/2023 22:25,Clinton,NJ,USA,Light,"Pulsating, silent white light traveling low and slow",,Satellite?,
Open,2023/05,05/27/2023 22:22,Cle Elum,WA,USA,Orb,"Bright orb pulsing shapes and sizes and colors, moving at different speeds",Y,,
Open,2023/05,05/27/2023 22:17,Snow Shoe,PA,USA,Light,"We watched a very bright orange round light come seemingly out of nowhere then came overtop of us, no sound.",Y,,
Open,2023/05,05/27/2023 21:50,Weatherford,TX,USA,Unknown,Our game camera caught a strange picture with 2 weird things,Y,Insect?,
Open,2023/05,05/27/2023 21:45,Callicoon,NY,USA,Light,"A very fast-moving, consistently bright light that traveled from the NE horizon to the SW horizon in about 10 seconds with no sound.",,,
Open,2023/05,05/27/2023 21:38,Wayne,NJ,USA,Circle,"I was on the side of my friends house and looked up and saw a very strange object/light through the trees, relatively high in the sky",Y,Planet/Star?,
Open,2023/05,05/27/2023 21:30,Griswold,CT,USA,Light,Bright light soaring through sky,,,
Open,2023/05,05/27/2023 21:20,Washingtonville,NY,USA,Cone,"Very fast constant speed traveling from S to N with continuous illumination, no flashing. Not a meteorite.",,,
Open,2023/05,05/27/2023 21:02,Death valley national park,CA,USA,Orb,A string of lights appeared out of the sky and none of us could actually get a picture of it,Y,,
Open,2023/05,05/27/2023 21:00,Ruidoso,NM,USA,Star,Two separate pairs of initially stationary star-like objects moving away from one another,,,
Open,2023/05,05/27/2023 20:45,Lake Havasu,AZ,USA,Formation,"I was taking our boat out from the marina , then one of my guests and her husband pointed at the sky ,and 5 bluedots ,perfect formation",,,
Open,2023/05,05/27/2023 20:34,Highlands,NC,USA,Triangle,Saw anomaly on iPad Pro. Enlarged and saw triangular object,Y,,
Open,2023/05,05/27/2023 20:30,Elgin,IL,USA,Other,A bright circle of light,,,
Open,2023/05,05/27/2023 20:21,Huntsville,AL,USA,Orb,3 orbs of light in the sky over downtown,Y,,
Open,2023/05,05/27/2023 19:47,Tampa,FL,USA,Circle,"Waving tiny hands into the Sky and taking pictures, in the Live Photo I noticed a craft fly through the photo at a ridiculous speed.",Y,Bird?,
Open,2023/05,05/27/2023 14:30,Edmond,OK,USA,Circle,"We were driving home and I looked up and saw a dot of light in the sky, and it was moving and changing speed.",,,
Open,2023/05,05/27/2023 09:35,PANAMA CITY BEACH,FL,USA,Orb,It was a line in the sky moving super fast and disappeared slowly,,Starlink,
Open,2023/05,05/27/2023 03:20,Barrington,NH,USA,Light,"Date is approximate, within a few days. Two bright lights within a few seconds, first along big dipper handle, then perpendicular.",,,
Open,2023/05,05/27/2023 01:19,"Tobay Beach, Massapequa, Town of Oyster Bay",NY,USA,Light,"Cigar-shaped orange light shot up into the clear night sky, gradually brightening and then fading after a few seconds.",Y,,
Open,2023/05,05/26/2023 23:00,Allendale,MI,USA,Light,Bright white light appeared overhead in clear skies erratic movement then turned off,,,
Open,2023/05,05/26/2023 22:10,Nicholasville,KY,USA,Light,It looked like 30 high altitude or satellite lights in lockstep headed toward the east,,,
Open,2023/05,05/26/2023 22:03,Streamwood,IL,USA,Fireball,"Red Streak (like meteor)w/wide hazy birth, aprx 65-70 Degrz overhead (SW to NE) Crosses path of ISS coming up from NW headed E",,,
Open,2023/05,05/26/2023 22:00,Edison,NJ,USA,Cylinder,Slo moving brilliant light nighttime near major hiway,,,
Open,2023/05,05/26/2023 21:55,Yakima,WA,USA,Circle,Orange Light Moving Across Sky & Other Experiences,,,
Open,2023/05,05/26/2023 21:35,Wesley Chapel,FL,USA,Sphere,Green and blue flashing ball of light falling from the sky.,,,
Open,2023/05,05/26/2023 21:20,Hueytown,AL,USA,Other,10-15 lights in a straight line headed southeast,,Starlink,
Open,2023/05,05/26/2023 20:00,VALLEJO,CA,USA,Rectangle,"The picture is from a video, we seen the large rectangle object gently crossing the sky, planes don't fly at that low of an elevation",Y,Aircraft,
Open,2023/05,05/26/2023 19:30,San Francisco,CA,USA,Orb,Black dots moving as a group over SF Bay.,,,
Open,2023/05,05/26/2023 19:25,Edirne Merkez,Edirne Province,Turkey,Light,More than ten luminous objects,Y,,
Open,2023/05,05/26/2023 18:45,Detroit,MI,USA,Circle,It was about 25 to 30 white dots in the sky. It look like stars was out in the day time.,Y,,
Open,2023/05,05/26/2023 16:50,Watsonville,CA,USA,Sphere,White or shiny ball or disc in direction of moon moving slowly east,Y,,
